,correct_sentence,wrong_sentence
11690,나는 철수가 학교에 갔는가 싶겠다.,나는철수가학교에갔는가싶겠다.
11691,그 애가 아직도 고향에 가지 않더냐?,그애가아직도고향에가지않더냐?
11692,그 애가 아직도 고향에 가더지 않냐?,그애가아직도고향에가더지않냐?
11693,저 아이는 어른스럽다.,저아이는어른스럽다.
11694,저 두 새 집 사이로 소방 도로가 난다더라.,저두새집사이로소방도로가난다더라.
11695,새 저 두 집 사이로 소방 도로가 난다더라.,새저두집사이로소방도로가난다더라.
11696,날씨가 참 좋습니다.,날씨가참좋습니다.
11697,날씨가 참 좋답니다.,날씨가참좋답니다.
11698,한별이는 친구의 애인을 만나 보아 버렸다.,한별이는친구의애인을만나보아버렸다.
11699,한별이는 친구의 애인을 만나 버려 보았다.,한별이는친구의애인을만나버려보았다.
11700,지금 나이가 몇 살이십니까?,지금나이가몇살이십니까?
11701,그는 나이는 먹었지만 아직 철은 없겠다.,그는나이는먹었지만아직철은없겠다.
11702,그는 나이는 많이 먹었어도 철이 없겠다.,그는나이는많이먹었어도철이없겠다.
11703,"그가 선생님인가 했더니, 학생이더라.","그가선생님인가했더니,학생이더라."
11704,"그가 선생님이나 했더니, 학생이더라.","그가선생님이나했더니,학생이더라."
11705,"여러 가지 일로써, 철수는 민수가 갔음을 판단할 수 있었다.","여러가지일로써,철수는민수가갔음을판단할수있었다."
11706,"여러 가지 일로써, 철수는 민수가 갔기를 판단할 수 있었다.","여러가지일로써,철수는민수가갔기를판단할수있었다."
11707,어제 내가 그런 추태를 부렸구나.,어제내가그런추태를부렸구나.
11708,지금 내가 그런 추태를 부리는구나.,지금내가그런추태를부리는구나.
11709,너는 걸어가느냐?,너는걸어가느냐?
11710,너는 걷고 가느냐?,너는걷고가느냐?
11711,춘향전도 요즘 학생들에게는 많이 읽히더라.,춘향전도요즘학생들에게는많이읽히더라.
11712,춘향전도 요즘 학생들은 많이 읽히더라.,춘향전도요즘학생들은많이읽히더라.
11713,배가 고프다니까요.,배가고프다니까요.
11714,배가 고프다니까입니까?,배가고프다니까입니까?
11715,나의 진실로 그것을 증명해 보이겠다.,나의진실로그것을증명해보이겠다.
11716,진실로 나의 그것을 증명해 보이겠다.,진실로나의그것을증명해보이겠다.
11717,전에 그것을 본 적이 있는 데 무엇인지 잘 모르겠다.,전에그것을본적이있는데무엇인지잘모르겠다.
11718,전에 그것을 본 적이 있는 데 무엇인지 잘 모를 것이다.,전에그것을본적이있는데무엇인지잘모를것이다.
11719,네가 혼자서 웃더구나.,네가혼자서웃더구나.
11720,내가 혼자서 웃더구나.,내가혼자서웃더구나.
11721,차가 왔더냐요.,차가왔더냐요.
11722,영희가 집에 갔음이 분명하다.,영희가집에갔음이분명하다.
11723,영희가 집에 갔기가 분명하다.,영희가집에갔기가분명하다.
11724,고양이가 밥을 먹겠습니다.,고양이가밥을먹겠습니다.
11725,고양이가 밥을 먹더습니다.,고양이가밥을먹더습니다.
11726,"예배당은 수리를 못해서, 허물었고….","예배당은수리를못해서,허물었고…."
11727,"예배당이 수리를 못해서, 허물었고….","예배당이수리를못해서,허물었고…."
11728,달이 넘도록 다친 발목은 아팠다.,달이넘도록다친발목은아팠다.
11729,넘도록 다친 발목은 달이 아팠다.,넘도록다친발목은달이아팠다.
11730,은솔이는 학교에 있었을걸.,은솔이는학교에있었을걸.
11731,은솔이는 학교에 있겠을걸.,은솔이는학교에있겠을걸.
11732,영희가 고향이 그립겠지.,영희가고향이그립겠지.
11733,영희에게 고향이 그립겠지.,영희에게고향이그립겠지.
11734,인부들이 담을 높게 했다.,인부들이담을높게했다.
11735,인부들이 담을 높도록 했다.,인부들이담을높도록했다.
11736,"사랑문은 꼭 닫아 두고, 누가 오든지 없다고.","사랑문은꼭닫아두고,누가오든지없다고."
11737,철수가 이미 죽었구나 싶다.,철수가이미죽었구나싶다.
11738,철수가 이미 죽었습니다 싶다.,철수가이미죽었습니다싶다.
11739,그는 오늘 아침 쓰레기를 깨끗이 치워 두었다.,그는오늘아침쓰레기를깨끗이치워두었다.
11740,아버지는 병에 든 술을 따라 마시셨다.,아버지는병에든술을따라마시셨다.
11741,"고모님, 그게 아니야. 할아버지는 그때 병환으로 이미 돌아가시게 되어 있었어요.","고모님,그게아니야.할아버지는그때병환으로이미돌아가시게되어있었어요."
11742,강 교수는 정부가 이런 난국을 잘 수습하기를 기대했다.,강교수는정부가이런난국을잘수습하기를기대했다.
11743,정부가 강 교수는 이런 난국을 잘 수습하기를 기대했다.,정부가강교수는이런난국을잘수습하기를기대했다.
11744,철수가 팽이를 돌게 한다.,철수가팽이를돌게한다.
11745,철수가 팽이에게 돌게 시킨다.,철수가팽이에게돌게시킨다.
11746,미국 정부는 곡물 수출을 동결했음을 선언했다.,미국정부는곡물수출을동결했음을선언했다.
11747,미국 정부는 곡물 수출을 동결했기를 선언했다.,미국정부는곡물수출을동결했기를선언했다.
11748,"그 손님은 식당에 들어오시더니, 음식을 일단 잡수시고 보았다.","그손님은식당에들어오시더니,음식을일단잡수시고보았다."
11749,"그는 정직하기 때문에, 남을 속이지 못한다.","그는정직하기때문에,남을속이지못한다."
11750,"그는 정직하다가 보니, 남을 속이지 못한다.","그는정직하다가보니,남을속이지못한다."
11751,철수가 밥이 먹었다.,철수가밥이먹었다.
11752,철수는 영희가 읽은 책을 읽는다.,철수는영희가읽은책을읽는다.
11753,철수는 영희가 읽었은 책을 읽는다.,철수는영희가읽었은책을읽는다.
11754,철수가 학교에 갔는가 싶다.,철수가학교에갔는가싶다.
11755,철수는 학교에 갔나 정말로 싶다.,철수는학교에갔나정말로싶다.
11756,그만 참새를 죽여 놓고 말았다.,그만참새를죽여놓고말았다.
11757,그만 참새를 죽여 말고 놓았다.,그만참새를죽여말고놓았다.
11758,아버지는 첫째 딸이 영리함을 자랑했다.,아버지는첫째딸이영리함을자랑했다.
11759,아버지는 첫째 딸이 영리하기를 자랑했다.,아버지는첫째딸이영리하기를자랑했다.
11760,저 아이는 바보스럽다.,저아이는바보스럽다.
11761,저 바보는 바보스럽다.,저바보는바보스럽다.
11762,이 옷은 선생님께 크다.,이옷은선생님께크다.
11763,이 옷은 선생님께 크시다.,이옷은선생님께크시다.
11764,나라 전체가 흡사 정원과 같이 보인다.,나라전체가흡사정원과같이보인다.
11765,나라 전체가 전연 정원과 같이 보인다.,나라전체가전연정원과같이보인다.
11766,"가방을 꾸리는 걸 보고, 집을 나가려나 했다.","가방을꾸리는걸보고,집을나가려나했다."
11767,"가방을 꾸리는 걸 보니, 집을 나가려나 했다.","가방을꾸리는걸보니,집을나가려나했다."
11768,철수가 학교에 간다.,철수가학교에간다.
11769,철수가 학교에 가신다.,철수가학교에가신다.
11770,생선 중에서 도미가 좋다.,생선중에서도미가좋다.
11771,생선에서 도미가 좋다.,생선에서도미가좋다.
11772,김 노인의 며느리가 효부상을 받았다.,김노인의며느리가효부상을받았다.
11773,김 노인은 효부상을 며느리가 받았다.,김노인은효부상을며느리가받았다.
11774,동생이 집을 팔아먹었다.,동생이집을팔아먹었다.
11775,동생이 집을 팔았어 먹었다.,동생이집을팔았어먹었다.
11776,그는 어제저녁 영화를 보았거나 연극을 보았겠더라.,그는어제저녁영화를보았거나연극을보았겠더라.
11777,그는 영화를 보았거나 연극을 본다.,그는영화를보았거나연극을본다.
11778,학생은 공부함이 바람직하다.,학생은공부함이바람직하다.
11779,학생은 공부하기가 바람직하다.,학생은공부하기가바람직하다.
11780,지금 저와 같이 가 보실까요?,지금저와같이가보실까요?
11781,지금 저와 같이 가 보시지 않을까요?,지금저와같이가보시지않을까요?
11782,방금 아이들 옷을 다 입혀 놓았어요.,방금아이들옷을다입혀놓았어요.
11783,방금 아이들 옷을 다 입혀 두었어요.,방금아이들옷을다입혀두었어요.
11784,철수가 학교에 가게 되었다.,철수가학교에가게되었다.
11785,학교에 가게 철수가 되었다.,학교에가게철수가되었다.
11786,승객들이 차 안에서 못 내리고 있다.,승객들이차안에서못내리고있다.
11787,승객들이 차 안에서 내리고 못 있다.,승객들이차안에서내리고못있다.
11788,"그녀는 유명하게 만들었다, 아들을.","그녀는유명하게만들었다,아들을."
11789,그녀는 유명하게 아들을 만들었다.,그녀는유명하게아들을만들었다.
11790,많은 사람이 그 사실을 믿고 있기를 입증하는 자료도 있다.,많은사람이그사실을믿고있기를입증하는자료도있다.
11791,그녀를 영원토록 사랑하리라.,그녀를영원토록사랑하리라.
11792,그를 영원하도록 사랑하리라.,그를영원하도록사랑하리라.
11793,네가 밥그릇을 비우더구나.,네가밥그릇을비우더구나.
11794,내가 밥그릇을 비우더구나.,내가밥그릇을비우더구나.
11795,철수는 지금 친구를 만나고 있군. 그러느라고 늦는군.,철수는지금친구를만나고있군.그러느라고늦는군.
11796,나는 지금 친구를 만나고 있다. 그러느라고 늦게 가마.,나는지금친구를만나고있다.그러느라고늦게가마.
11797,동생이 집에 왔음이 분명하다.,동생이집에왔음이분명하다.
11798,동생이 집에 왔기가 분명하다.,동생이집에왔기가분명하다.
11799,"석원아, 배가 고프자.","석원아,배가고프자."
11800,"석원아, 배가 고파라.","석원아,배가고파라."
11801,좋구려. 정말 좋소.,좋구려.정말좋소.
11802,좋소. 정말 좋구려.,좋소.정말좋구려.
11803,"수진아, 예쁘자.","수진아,예쁘자."
11804,"수진아, 예뻐라.","수진아,예뻐라."
11805,이민수 씨를 총각으로 아는 분들이 많이 있거든요.,이민수씨를총각으로아는분들이많이있거든요.
11806,이민수 씨를 총각으로 아는 분들이 많이 있거든입니다.,이민수씨를총각으로아는분들이많이있거든입니다.
11807,오랜만에 비행기를 타시고 보니 기분이 상쾌하시죠?,오랜만에비행기를타시고보니기분이상쾌하시죠?
11808,오랜만에 비행기를 타고 보시니 기분이 상쾌하시죠?,오랜만에비행기를타고보시니기분이상쾌하시죠?
11809,선생님이 영희가 책을 읽게 했다.,선생님이영희가책을읽게했다.
11810,선생님이 영희가 자기 책을 읽게 했다.,선생님이영희가자기책을읽게했다.
11811,"걸어오느라고, 늦었어요.","걸어오느라고,늦었어요."
11812,"걸어오라고, 늦었어요.","걸어오라고,늦었어요."
11813,어머니는 큰 빵을 자르셔 먹었다.,어머니는큰빵을자르셔먹었다.
11814,민수는 전혀 죄가 없음이 드러났다.,민수는전혀죄가없음이드러났다.
11815,민수는 전혀 죄가 없기가 드러났다.,민수는전혀죄가없기가드러났다.
11816,"민자 씨, 얼른 가서 교수님께 지금 바쁘시냐고 말씀드려 보세요.","민자씨,얼른가서교수님께지금바쁘시냐고말씀드려보세요."
11817,네가 거기에 갔어야 일이 성사되겠다.,네가거기에갔어야일이성사되겠다.
11818,"밥을 먹으러, 식당에 갔다.","밥을먹으러,식당에갔다."
11819,"밥을 먹으러, 열심히 공부한다.","밥을먹으러,열심히공부한다."
11820,도무지 이것은 딴판이다.,도무지이것은딴판이다.
11821,도저히 이것은 딴판이다.,도저히이것은딴판이다.
11822,그는 사과를 먹었음직하다.,그는사과를먹었음직하다.
11823,그는 사과를 먹었음직하겠다.,그는사과를먹었음직하겠다.
11824,밥을 먹고 싶지만 여러 가지 사정으로 안 먹겠다.,밥을먹고싶지만여러가지사정으로안먹겠다.
11825,그 일을 하겠지만 여러 가지 사정으로 안 하겠다.,그일을하겠지만여러가지사정으로안하겠다.
11826,집안은 무고하신지요?,집안은무고하신지요?
11827,집안에 무슨 일 있으신지요?,집안에무슨일있으신지요?
11828,팔을 영수는 형이 다쳤다.,팔을영수는형이다쳤다.
11829,아버님은 옥상에 올라가 보셨다.,아버님은옥상에올라가보셨다.
11830,아버님은 옥상에 보셨다.,아버님은옥상에보셨다.
11831,"내 사람이다 하고 살다 보면, 정은 들게 마련이다.","내사람이다하고살다보면,정은들게마련이다."
11832,"네가 내 사람이다 하고 살다 내가 보면, 정은 들게 마련이다.","네가내사람이다하고살다내가보면,정은들게마련이다."
11833,철수는 신문을 읽어 보았다.,철수는신문을읽어보았다.
11834,신문을 읽어 철수는 보았다.,신문을읽어철수는보았다.
11835,네가 어저께 나무에 부딪치더구나.,네가어저께나무에부딪치더구나.
11836,내가 어저께 나무에 부딪치더구나.,내가어저께나무에부딪치더구나.
11837,어느 사회든 바람직하지 못한 말들이 있음은 사실이다.,어느사회든바람직하지못한말들이있음은사실이다.
11838,어느 사회든 바람직하지 못한 말들이 있기는 사실이다.,어느사회든바람직하지못한말들이있기는사실이다.
11839,나는 철수가 한국을 떠남이 슬프다.,나는철수가한국을떠남이슬프다.
11840,나는 철수가 한국을 떠나기가 슬프다.,나는철수가한국을떠나기가슬프다.
11841,"대학교의 교실, 중학교의 교실, 국민학교의 교실이 각각 크기가 같다.","대학교의교실,중학교의교실,국민학교의교실이각각크기가같다."
11842,"대학교의, 중학교의, 국민학교의 교실이 각각 크기가 같다.","대학교의,중학교의,국민학교의교실이각각크기가같다."
11843,그는 끝까지 항쟁을 했을지언정 항복하지는 않았을 것이다.,그는끝까지항쟁을했을지언정항복하지는않았을것이다.
11844,그는 끝까지 항쟁을 했을지언정 항복하지는 않겠다.,그는끝까지항쟁을했을지언정항복하지는않겠다.
11845,내가 그리로 가나 보구나.,내가그리로가나보구나.
11846,내가 그리로 가나 보구려.,내가그리로가나보구려.
11847,덥지요? 선풍기 조금 틀까요?,덥지요?선풍기조금틀까요?
11848,덥지요? 선풍기 조금만 틀까요?,덥지요?선풍기조금만틀까요?
11849,나는 집에 안 갈까 한다.,나는집에안갈까한다.
11850,나는 집에 갈까 안 한다.,나는집에갈까안한다.
11851,전에 경기를 본 적이 있었는데 우리 팀이 이길 것이다.,전에경기를본적이있었는데우리팀이이길것이다.
11852,전에 경기를 본 적이 있었는데 우리 팀이 이기겠다.,전에경기를본적이있었는데우리팀이이기겠다.
11853,저 애가 공부도 잘 했답니다.,저애가공부도잘했답니다.
11854,저 애가 공부도 잘 하겠답니다.,저애가공부도잘하겠답니다.
11855,그는 아버지를 이해하고 그를 사랑했다.,그는아버지를이해하고그를사랑했다.
11856,내가 그리로 가나 싶구나.,내가그리로가나싶구나.
11857,내가 그리로 가나 싶자.,내가그리로가나싶자.
11858,사모님의 고통이 커질수록 선생님도 고통이 커졌다.,사모님의고통이커질수록선생님도고통이커졌다.
11859,사모님의 고통이 커지실수록 선생님도 고통이 커졌다.,사모님의고통이커지실수록선생님도고통이커졌다.
11860,우리 집은 마당이 좁다.,우리집은마당이좁다.
11861,마당이 우리 집은 좁다.,마당이우리집은좁다.
11862,아버지가 큰딸에게 남다른 사랑을 주었다.,아버지가큰딸에게남다른사랑을주었다.
11863,아버지가 큰딸을 남다른 사랑을 주었다.,아버지가큰딸을남다른사랑을주었다.
11864,철수는 작은 고추가 맵다고 생각한다.,철수는작은고추가맵다고생각한다.
11865,철수는 작은 고추를 맵다고 생각한다.,철수는작은고추를맵다고생각한다.
11866,언제 들어도 좋은 곡이었다.,언제들어도좋은곡이었다.
11867,언제 들었어도 좋은 곡이었다.,언제들었어도좋은곡이었다.
11868,쟤는 뭘 하든지 느려 터졌다.,쟤는뭘하든지느려터졌다.
11869,쟤는 뭘 하든지 느려 터진다.,쟤는뭘하든지느려터진다.
11870,그는 바지를 머리에 썼다.,그는바지를머리에썼다.
11871,그는 바지를 머리에 입었다.,그는바지를머리에입었다.
11872,길바닥에 넘어진 꼬마는 일어날 생각도 않고 눈물만 쥐어짜고 있었다.,길바닥에넘어진꼬마는일어날생각도않고눈물만쥐어짜고있었다.
11873,길바닥에 넘어진 꼬마는 일어날 생각도 않고 눈물만 쥐어서 짜고 있었다.,길바닥에넘어진꼬마는일어날생각도않고눈물만쥐어서짜고있었다.
11874,빨주노초파남보 중 어떤 색깔이 마음에 드니?,빨주노초파남보중어떤색깔이마음에드니?
11875,빨주노초파남보 중 어떠한 색깔이 마음에 드니?,빨주노초파남보중어떠한색깔이마음에드니?
11876,이웃의 도움으로 인해 아이들이 희생을 안 당했다.,이웃의도움으로인해아이들이희생을안당했다.
11877,이웃의 도움으로 인해 아이들이 희생을 못 당했다.,이웃의도움으로인해아이들이희생을못당했다.
11878,그 말을 듣자마자 먹던 밥을 내던졌어요.,그말을듣자마자먹던밥을내던졌어요.
11879,그 말을 듣자마자 먹었던 밥을 내던졌어요.,그말을듣자마자먹었던밥을내던졌어요.
11880,"아이고, 양말에 구멍 났거든!","아이고,양말에구멍났거든!"
11881,돌아오지 않은 사람이 돌아온 사람 많았다.,돌아오지않은사람이돌아온사람많았다.
11882,그 에어컨은 자동 온도 조절 장치가 없다.,그에어컨은자동온도조절장치가없다.
11883,그 에어컨은 자동 온도 조절 장치가 안 있다.,그에어컨은자동온도조절장치가안있다.
11884,병화가 간 곳은 원삼이 집이다.,병화가간곳은원삼이집이다.
11885,병화가 간 곳은 원삼이 집에이다.,병화가간곳은원삼이집에이다.
11886,집에서 학교로 재영이는 갔다.,집에서학교로재영이는갔다.
11887,학교로 집에서 재영이는 갔다.,학교로집에서재영이는갔다.
11888,시은이가 국수 비빔을 하였다.,시은이가국수비빔을하였다.
11889,시은이가 국수를 비빔하였다.,시은이가국수를비빔하였다.
11890,반가운 손님이 오기에 버선발로 달려 나갔다.,반가운손님이오기에버선발로달려나갔다.
11891,어제 보니 영희는 살이 많이 쪘네.,어제보니영희는살이많이쪘네.
11892,한참을 걸어 들어가도 물이 허리까지 무릎 높이까지밖에 되질 않았다.,한참을걸어들어가도물이허리까지무릎높이까지밖에되질않았다.
11893,나는 종이 접기를 못한다.,나는종이접기를못한다.
11894,나는 종이를 접기를 못한다.,나는종이를접기를못한다.
11895,나는 정은이를 친동생으로 여긴다.,나는정은이를친동생으로여긴다.
11896,나는 친동생으로 정은이를 여긴다.,나는친동생으로정은이를여긴다.
11897,철수는 눈물이 많다.,철수는눈물이많다.
11898,철수에게는 눈물이 많다.,철수에게는눈물이많다.
11899,나는 내년에 이 빈터 위에 우리 집이 지어진 모습을 상상하고 있어.,나는내년에이빈터위에우리집이지어진모습을상상하고있어.
11900,겨울비가 아주 많이 내린다.,겨울비가아주많이내린다.
11901,겨울비가 아주 내린다.,겨울비가아주내린다.
11902,어찌어찌하다 그리 됐니?,어찌어찌하다그리됐니?
11903,어찌하고 어찌하다 그리 됐니?,어찌하고어찌하다그리됐니?
11904,오전에 한 빨래가 아까부터 말랐다.,오전에한빨래가아까부터말랐다.
11905,오전에 한 빨래가 1시간 동안 말랐다.,오전에한빨래가1시간동안말랐다.
11906,김 씨는 아직 사다리를 오른다.,김씨는아직사다리를오른다.
11907,잡은 손이 떨리는 것으로 보아 여인은 울고 있음이 분명하였다.,잡은손이떨리는것으로보아여인은울고있음이분명하였다.
11908,30분 동안 잡은 손이 떨리는 것으로 보아 여인은 울고 있음이 분명하였다.,30분동안잡은손이떨리는것으로보아여인은울고있음이분명하였다.
11909,"예전에 그 집에 살던 누군가가 있었는데, 그에게는 딸이 하나 있었단다.","예전에그집에살던누군가가있었는데,그에게는딸이하나있었단다."
11910,그 애는 매우 내켜 하지 않았지만 그래도 형을 따라 나왔다.,그애는매우내켜하지않았지만그래도형을따라나왔다.
11911,그 애는 잘 내켜 하지 않았지만 그래도 형을 따라 나왔다.,그애는잘내켜하지않았지만그래도형을따라나왔다.
11912,이 집을 팔고 어찌하실려구요?,이집을팔고어찌하실려구요?
11913,이 집을 팔고 어찌 좀 하실려구요?,이집을팔고어찌좀하실려구요?
11914,가슴이 두근두근거리며 다가가다.,가슴이두근두근거리며다가가다.
11915,나는 동생에게 들어올 때 맛있는 걸 사오라고 전화했다.,나는동생에게들어올때맛있는걸사오라고전화했다.
11916,나는 동생에게 들어올 때 맛있는 걸 사올 것을 전화했다.,나는동생에게들어올때맛있는걸사올것을전화했다.
11917,"원자탄이 떨어져 봐라, 우리 다 죽지.","원자탄이떨어져봐라,우리다죽지."
11918,"원자탄이 떨어져만, 우리 다 죽지.","원자탄이떨어져만,우리다죽지."
11919,누구도 쉽게 나를 못 당할 것이다.,누구도쉽게나를못당할것이다.
11920,지난 번 회장 선거 때 우리들이 모두 그를 회장으로 밀었다.,지난번회장선거때우리들이모두그를회장으로밀었다.
11921,지난 번 회장 선거 때 그가 우리들 모두에게 회장으로 밀렸다.,지난번회장선거때그가우리들모두에게회장으로밀렸다.
11922,비행기가 부산으로는 떠났다.,비행기가부산으로는떠났다.
11923,비행기가 부산은 떠났다.,비행기가부산은떠났다.
11924,사랑을 쓰려거든 연필로 쓰세요.,사랑을쓰려거든연필로쓰세요.
11925,사랑 쓰려거든 연필로 쓰세요.,사랑쓰려거든연필로쓰세요.
11926,철수가 바다로 갔다.,철수가바다로갔다.
11927,철수가 바다로 가 있다.,철수가바다로가있다.
11928,영어책은 선반 위에 있구나.,영어책은선반위에있구나.
11929,영어 책은 선반 위에 있는구나.,영어책은선반위에있는구나.
11930,나는 아버지로부터 편지와 돈 십 원을 받았다.,나는아버지로부터편지와돈십원을받았다.
11931,나는 아버지부터 편지와 돈 십 원을 받았다.,나는아버지부터편지와돈십원을받았다.
11932,성적이 떨어졌댔자 얼마나 떨어지겠어.,성적이떨어졌댔자얼마나떨어지겠어.
11933,성적이 떨어졌대자 얼마나 떨어지겠어.,성적이떨어졌대자얼마나떨어지겠어.
11934,"그보다도, 어제 함께 왔던 아가씨는 이 둘 중에 어느 아가씨요?","그보다도,어제함께왔던아가씨는이둘중에어느아가씨요?"
11935,"그보다도, 어제 함께 왔던 아가씨는 이 둘 중에 무슨 아가씨요?","그보다도,어제함께왔던아가씨는이둘중에무슨아가씨요?"
11936,신발이 내게 잘 맞는다.,신발이내게잘맞는다.
11937,내가 신발이 잘 맞는다.,내가신발이잘맞는다.
11938,그는 진실에 대한 추구를 귀납적으로가 아니라 연역적으로 하였다.,그는진실에대한추구를귀납적으로가아니라연역적으로하였다.
11939,그는 진실에 대한 추구를 귀납적으로 아니라 연역적으로 하였다.,그는진실에대한추구를귀납적으로아니라연역적으로하였다.
11940,야곱이 돌을 베개로 삼았다.,야곱이돌을베개로삼았다.
11941,야곱이 베개로 돌을 삼았다.,야곱이베개로돌을삼았다.
11942,그가 학교로 뛰었다.,그가학교로뛰었다.
11943,그가 학교에 뛰었다.,그가학교에뛰었다.
11944,할머니는 한 시간 동안 파리를 쫓았다.,할머니는한시간동안파리를쫓았다.
11945,할머니는 한 시간 만에 파리를 쫓았다.,할머니는한시간만에파리를쫓았다.
11946,자신의 마음가짐이 중요하다.,자신의마음가짐이중요하다.
11947,자신은 마음가짐이 중요하다.,자신은마음가짐이중요하다.
11948,누가 이 유리를 깨뜨렸느냐?,누가이유리를깨뜨렸느냐?
11949,누구는 이 유리를 깨뜨렸느냐?,누구는이유리를깨뜨렸느냐?
11950,책이 책상 위에 있지 않다.,책이책상위에있지않다.
11951,아이들은 엄마 곁으로 보냈다.,아이들은엄마곁으로보냈다.
11952,아이들은 엄마 곁을 보냈다.,아이들은엄마곁을보냈다.
11953,축구야말로 내 특기이다.,축구야말로내특기이다.
11954,축구이야말로 내 특기이다.,축구이야말로내특기이다.
11955,"봄꽃에는 개나리, 진달래가 있군요.","봄꽃에는개나리,진달래가있군요."
11956,"봄꽃에는 개나리, 진달래가 있는군요.","봄꽃에는개나리,진달래가있는군요."
11957,그녀는 점점 말라 온다.,그녀는점점말라온다.
11958,철수는 영희가 자기를 사랑한다고 착각한다.,철수는영희가자기를사랑한다고착각한다.
11959,철수는 영희를 자기를 사랑한다고 착각한다.,철수는영희를자기를사랑한다고착각한다.
11960,지영이가 우리 가족들에게 많은 도움을 주었다.,지영이가우리가족들에게많은도움을주었다.
11961,지영이가 우리 가족들을 많은 도움을 주었다.,지영이가우리가족들을많은도움을주었다.
11962,철수는 책을 펴기와 책상 위에 엎드려버렸다.,철수는책을펴기와책상위에엎드려버렸다.
11963,영희가 학교로 출발했다.,영희가학교로출발했다.
11964,영희가 학교 출발했다.,영희가학교출발했다.
11965,지석은 아이를 혼자 버려 두었다는 죄의식에 쫓겼다.,지석은아이를혼자버려두었다는죄의식에쫓겼다.
11966,아이를 혼자 버려 두었다는 죄의식이 지석을 쫓는다.,아이를혼자버려두었다는죄의식이지석을쫓는다.
11967,우습게도 아이들이 선생님을 천재라고 오해했다.,우습게도아이들이선생님을천재라고오해했다.
11968,선생님이 아이들이 우습게도 천재라고 오해했다.,선생님이아이들이우습게도천재라고오해했다.
11969,내가 어제 방문했던 학교는 참 좋더라.,내가어제방문했던학교는참좋더라.
11970,지금 방문했던 학교는 참 좋더라.,지금방문했던학교는참좋더라.
11971,공기는 맑고 깨끗하다.,공기는맑고깨끗하다.
11972,공기는 한 시간 동안 맑고 깨끗하다.,공기는한시간동안맑고깨끗하다.
11973,이야기가 막 재미나기 시작했다.,이야기가막재미나기시작했다.
11974,내가 일부러 양말을 뒤집어 신었네.,내가일부러양말을뒤집어신었네.
11975,영주는 종종 극장에 갔다.,영주는종종극장에갔다.
11976,영주는 극장에 매우 갔다.,영주는극장에매우갔다.
11977,나는 그를 친구로 알고 있었다.,나는그를친구로알고있었다.
11978,나는 그를 친구로 모르고 있었다.,나는그를친구로모르고있었다.
11979,미국 대통령이 12월에 북한을 방문하겠다고 발표했다.,미국대통령이12월에북한을방문하겠다고발표했다.
11980,미국 대통령이 12월에 북한을 방문하겠다 하고 발표했다.,미국대통령이12월에북한을방문하겠다하고발표했다.
11981,그 풍선은 늘 조금만 건드려도 금방 터지곤 했다.,그풍선은늘조금만건드려도금방터지곤했다.
11982,그 풍선은 늘 조금만 건드렸어도 금방 터지곤 했다.,그풍선은늘조금만건드렸어도금방터지곤했다.
11983,그녀는 숙제를 빨리 할 뿐 아니라 충실히 하였다.,그녀는숙제를빨리할뿐아니라충실히하였다.
11984,그녀는 숙제를 빨리뿐 아니라 충실히 하였다.,그녀는숙제를빨리뿐아니라충실히하였다.
11985,밤이 깊어지자 영희는 스르르 눈이 감겼다.,밤이깊어지자영희는스르르눈이감겼다.
11986,밤이 깊어지자 영희는 스르르 눈을 감겼다.,밤이깊어지자영희는스르르눈을감겼다.
11987,나는 서영이를 머리가 좋다고 생각한다.,나는서영이를머리가좋다고생각한다.
11988,나는 머리를 서영이가 좋다고 생각한다.,나는머리를서영이가좋다고생각한다.
11989,오리너구리라는 동물이 있다.,오리너구리라는동물이있다.
11990,"오리너구리라는 동물이 무엇을 하냐 하면, 있다.","오리너구리라는동물이무엇을하냐하면,있다."
11991,따가운 눈총에 조리돌림을 당하였다.,따가운눈총에조리돌림을당하였다.
11992,따가운 눈총에게 조리돌림을 당하였다.,따가운눈총에게조리돌림을당하였다.
11993,같은 동포를 뜯어먹을 대로 다 뜯어 먹으면서도 호령하고 사는 것은 그놈들뿐이거든요.,같은동포를뜯어먹을대로다뜯어먹으면서도호령하고사는것은그놈들뿐이거든요.
11994,같은 동포를 뜯어서 먹을 대로 다 뜯어서 먹으면서도 호령하고 사는 것은 그놈들뿐이거든요.,같은동포를뜯어서먹을대로다뜯어서먹으면서도호령하고사는것은그놈들뿐이거든요.
11995,해숙은 몸매가 잘빠졌다.,해숙은몸매가잘빠졌다.
11996,해숙은 몸매가 잘빠진다.,해숙은몸매가잘빠진다.
11997,요즘은 누구나 대학에 간다.,요즘은누구나대학에간다.
11998,요즘은 누구가 대학에 간다.,요즘은누구가대학에간다.
11999,개는 진돗개가 영리하다.,개는진돗개가영리하다.
12000,개가 진돗개가 영리하다.,개가진돗개가영리하다.
12001,앞에 가는 군인들은 5분 동안 수통을 찼다.,앞에가는군인들은5분동안수통을찼다.
12002,앞에 가는 군인들은 5분 만에 수통을 찼다.,앞에가는군인들은5분만에수통을찼다.
12003,상황이 불리함에도 불구하고 나는 포기할 수 없었다.,상황이불리함에도불구하고나는포기할수없었다.
12004,애정을 느꼈으니까 결혼하게 되었다고 보아야지.,애정을느꼈으니까결혼하게되었다고보아야지.
