,correct_sentence,wrong_sentence
1762,규격 는 50 x 20 x 2.3 100 x 50 x 4.5 단중 는 9.6 이다. ,규격는50x20x2.3100x50x4.5단중는9.6이다.
1763,규격 는 50 x 20 x 2.3 100 x 50 x 4.5 200 x 150 x 6.0 단중 는 31.1 이다. ,규격는50x20x2.3100x50x4.5200x150x6.0단중는31.1이다.
1764,규격 는 50 x 30 x 2.3 100 x 50 x 4.5 200 x 150 x 6.0 단중 는 2.6 이다. ,규격는50x30x2.3100x50x4.5200x150x6.0단중는2.6이다.
1765,규격 는 50 x 30 x 2.3 100 x 50 x 4.5 규격 는 125 x 40 x 1.6 단중 는 4.0 이다. ,규격는50x30x2.3100x50x4.5규격는125x40x1.6단중는4.0이다.
1766,규격 는 50 x 30 x 2.3 100 x 50 x 4.5 규격 는 125 x 40 x 1.6 200 x 150 x 9.0 단중 는 45.3 이다. ,규격는50x30x2.3100x50x4.5규격는125x40x1.6200x150x9.0단중는45.3이다.
1767,규격 는 60 x 30 x 2.3 100 x 50 x 4.5 규격 는 125 x 40 x 1.6 200 x 150 x 9.0 단중 는 3.0 이다. ,규격는60x30x2.3100x50x4.5규격는125x40x1.6200x150x9.0단중는3.0이다.
1768,규격 는 60 x 30 x 2.3 100 x 50 x 4.5 규격 는 125 x 40 x 2.3 200 x 150 x 9.0 단중 는 5.7 이다. ,규격는60x30x2.3100x50x4.5규격는125x40x2.3200x150x9.0단중는5.7이다.
1769,규격 는 60 x 30 x 2.3 100 x 50 x 4.5 규격 는 125 x 40 x 2.3 200 x 150 x 9.0 규격 는 250 x 150 x 6.0 단중 는 35.8 이다. ,규격는60x30x2.3100x50x4.5규격는125x40x2.3200x150x9.0규격는250x150x6.0단중는35.8이다.
1770,규격 는 60 x 30 x 3.2 100 x 50 x 4.5 규격 는 125 x 40 x 2.3 200 x 150 x 9.0 규격 는 250 x 150 x 6.0 단중 는 4.0 이다. ,규격는60x30x3.2100x50x4.5규격는125x40x2.3200x150x9.0규격는250x150x6.0단중는4.0이다.
1771,규격 는 60 x 30 x 3.2 100 x 50 x 4.5 규격 는 125 x 75 x 2.3 200 x 150 x 9.0 규격 는 250 x 150 x 6.0 단중 는 7.0 이다. ,규격는60x30x3.2100x50x4.5규격는125x75x2.3200x150x9.0규격는250x150x6.0단중는7.0이다.
1772,규격 는 60 x 30 x 3.2 100 x 50 x 4.5 규격 는 125 x 75 x 2.3 200 x 150 x 9.0 규격 는 250 x 150 x 9.0 단중 는 52.3 이다. ,규격는60x30x3.2100x50x4.5규격는125x75x2.3200x150x9.0규격는250x150x9.0단중는52.3이다.
1773,규격 는 75 x 20 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 2.3 200 x 150 x 9.0 규격 는 250 x 150 x 9.0 단중 는 3.2 이다. ,규격는75x20x2.3100x50x4.5규격는125x75x2.3200x150x9.0규격는250x150x9.0단중는3.2이다.
1774,규격 는 75 x 20 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 3.2 200 x 150 x 9.0 규격 는 250 x 150 x 9.0 단중 는 9.5 이다. ,규격는75x20x2.3100x50x4.5규격는125x75x3.2200x150x9.0규격는250x150x9.0단중는9.5이다.
1775,규격 는 75 x 20 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 3.2 200 x 150 x 9.0 규격 는 250 x 150 x 12.0 단중 는 67.9 이다. ,규격는75x20x2.3100x50x4.5규격는125x75x3.2200x150x9.0규격는250x150x12.0단중는67.9이다.
1776,규격 는 75 x 45 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 3.2 200 x 150 x 9.0 규격 는 250 x 150 x 12.0 단중 는 4.1 이다. ,규격는75x45x2.3100x50x4.5규격는125x75x3.2200x150x9.0규격는250x150x12.0단중는4.1이다.
1777,규격 는 75 x 45 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 4.0 200 x 150 x 9.0 규격 는 250 x 150 x 12.0 단중 는 11.7 이다. ,규격는75x45x2.3100x50x4.5규격는125x75x4.0200x150x9.0규격는250x150x12.0단중는11.7이다.
1778,규격 는 75 x 45 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 4.0 200 x 150 x 9.0 규격 는 300 x 200 x 6.0 단중 는 45.2 이다. ,규격는75x45x2.3100x50x4.5규격는125x75x4.0200x150x9.0규격는300x200x6.0단중는45.2이다.
1779,규격 는 75 x 45 x 3.2 100 x 50 x 4.5 규격 는 125 x 75 x 4.0 200 x 150 x 9.0 규격 는 300 x 200 x 6.0 단중 는 5.5 이다. ,규격는75x45x3.2100x50x4.5규격는125x75x4.0200x150x9.0규격는300x200x6.0단중는5.5이다.
1780,규격 는 75 x 45 x 3.2 100 x 50 x 4.5 규격 는 125 x 75 x 4.5 200 x 150 x 9.0 규격 는 300 x 200 x 6.0 단중 는 13.1 이다. ,규격는75x45x3.2100x50x4.5규격는125x75x4.5200x150x9.0규격는300x200x6.0단중는13.1이다.
1781,규격 는 75 x 45 x 3.2 100 x 50 x 4.5 규격 는 125 x 75 x 4.5 200 x 150 x 9.0 규격 는 300 x 200 x 9.0 단중 는 66.5 이다. ,규격는75x45x3.2100x50x4.5규격는125x75x4.5200x150x9.0규격는300x200x9.0단중는66.5이다.
1782,규격 는 80 x 40 x 1.6 100 x 50 x 4.5 규격 는 125 x 75 x 4.5 200 x 150 x 9.0 규격 는 300 x 200 x 9.0 단중 는 2.9 이다. ,규격는80x40x1.6100x50x4.5규격는125x75x4.5200x150x9.0규격는300x200x9.0단중는2.9이다.
1783,규격 는 80 x 40 x 1.6 100 x 50 x 4.5 규격 는 125 x 75 x 6.0 200 x 150 x 9.0 규격 는 300 x 200 x 9.0 단중 는 17.0 이다. ,규격는80x40x1.6100x50x4.5규격는125x75x6.0200x150x9.0규격는300x200x9.0단중는17.0이다.
1784,규격 는 80 x 40 x 1.6 100 x 50 x 4.5 규격 는 125 x 75 x 6.0 200 x 150 x 9.0 규격 는 300 x 200 x 12.0 단중 는 86.8 이다. ,규격는80x40x1.6100x50x4.5규격는125x75x6.0200x150x9.0규격는300x200x12.0단중는86.8이다.
1785,규격 는 80 x 40 x 2.3 100 x 50 x 4.5 규격 는 125 x 75 x 6.0 200 x 150 x 9.0 규격 는 300 x 200 x 12.0 단중 는 4.1 이다. ,규격는80x40x2.3100x50x4.5규격는125x75x6.0200x150x9.0규격는300x200x12.0단중는4.1이다.
1786,규격 는 80 x 40 x 2.3 100 x 50 x 4.5 규격 는 150 x 75 x 3.2 200 x 150 x 9.0 규격 는 300 x 200 x 12.0 단중 는 10.8 이다. ,규격는80x40x2.3100x50x4.5규격는150x75x3.2200x150x9.0규격는300x200x12.0단중는10.8이다.
1787,규격 는 80 x 40 x 2.3 100 x 50 x 4.5 규격 는 150 x 75 x 3.2 200 x 150 x 9.0 규격 는 350 x 150 x 6.0 단중 는 45.2 이다. ,규격는80x40x2.3100x50x4.5규격는150x75x3.2200x150x9.0규격는350x150x6.0단중는45.2이다.
1788,규격 는 80 x 40 x 3.2 100 x 50 x 4.5 규격 는 150 x 75 x 3.2 200 x 150 x 9.0 규격 는 350 x 150 x 6.0 단중 는 5.5 이다. ,규격는80x40x3.2100x50x4.5규격는150x75x3.2200x150x9.0규격는350x150x6.0단중는5.5이다.
1789,규격 는 80 x 40 x 3.2 100 x 50 x 4.5 규격 는 150 x 80 x 4.5 200 x 150 x 9.0 규격 는 350 x 150 x 6.0 단중 는 15.2 이다. ,규격는80x40x3.2100x50x4.5규격는150x80x4.5200x150x9.0규격는350x150x6.0단중는15.2이다.
1790,규격 는 80 x 40 x 3.2 100 x 50 x 4.5 규격 는 150 x 80 x 4.5 200 x 150 x 9.0 규격 는 350 x 150 x 9.0 단중 는 66.5 이다. ,규격는80x40x3.2100x50x4.5규격는150x80x4.5200x150x9.0규격는350x150x9.0단중는66.5이다.
1791,규격 는 90 x 45 x 2.3 100 x 50 x 4.5 규격 는 150 x 80 x 4.5 200 x 150 x 9.0 규격 는 350 x 150 x 9.0 단중 는 4.6 이다. ,규격는90x45x2.3100x50x4.5규격는150x80x4.5200x150x9.0규격는350x150x9.0단중는4.6이다.
1792,규격 는 90 x 45 x 2.3 100 x 50 x 4.5 규격 는 150 x 80 x 5.0 200 x 150 x 9.0 규격 는 350 x 150 x 9.0 단중 는 16.8 이다. ,규격는90x45x2.3100x50x4.5규격는150x80x5.0200x150x9.0규격는350x150x9.0단중는16.8이다.
1793,규격 는 90 x 45 x 2.3 100 x 50 x 4.5 규격 는 150 x 80 x 5.0 200 x 150 x 9.0 규격 는 350 x 150 x 12.0 단중 는 86.8 이다. ,규격는90x45x2.3100x50x4.5규격는150x80x5.0200x150x9.0규격는350x150x12.0단중는86.8이다.
1794,규격 는 90 x 45 x 3.2 100 x 50 x 4.5 규격 는 150 x 80 x 5.0 200 x 150 x 9.0 규격 는 350 x 150 x 12.0 단중 는 6.3 이다. ,규격는90x45x3.2100x50x4.5규격는150x80x5.0200x150x9.0규격는350x150x12.0단중는6.3이다.
1795,규격 는 90 x 45 x 3.2 100 x 50 x 4.5 규격 는 150 x 80 x 6.0 200 x 150 x 9.0 규격 는 350 x 150 x 12.0 단중 는 19.8 이다. ,규격는90x45x3.2100x50x4.5규격는150x80x6.0200x150x9.0규격는350x150x12.0단중는19.8이다.
1796,규격 는 90 x 45 x 3.2 100 x 50 x 4.5 규격 는 150 x 80 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 6.0 단중 는 54.7 이다. ,규격는90x45x3.2100x50x4.5규격는150x80x6.0200x150x9.0규격는400x200x6.0단중는54.7이다.
1797,규격 는 100 x 20 x 1.6 100 x 50 x 4.5 규격 는 150 x 80 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 6.0 단중 는 2.9 이다. ,규격는100x20x1.6100x50x4.5규격는150x80x6.0200x150x9.0규격는400x200x6.0단중는2.9이다.
1798,규격 는 100 x 20 x 1.6 100 x 50 x 4.5 규격 는 150 x 100 x 3.2 200 x 150 x 9.0 규격 는 400 x 200 x 6.0 단중 는 12.0 이다. ,규격는100x20x1.6100x50x4.5규격는150x100x3.2200x150x9.0규격는400x200x6.0단중는12.0이다.
1799,규격 는 100 x 20 x 1.6 100 x 50 x 4.5 규격 는 150 x 100 x 3.2 200 x 150 x 9.0 규격 는 400 x 200 x 9.0 단중 는 80.6 이다. ,규격는100x20x1.6100x50x4.5규격는150x100x3.2200x150x9.0규격는400x200x9.0단중는80.6이다.
1800,규격 는 100 x 20 x 2.3 100 x 50 x 4.5 규격 는 150 x 100 x 3.2 200 x 150 x 9.0 규격 는 400 x 200 x 9.0 단중 는 4.1 이다. ,규격는100x20x2.3100x50x4.5규격는150x100x3.2200x150x9.0규격는400x200x9.0단중는4.1이다.
1801,규격 는 100 x 20 x 2.3 100 x 50 x 4.5 규격 는 150 x 100 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 9.0 단중 는 16.6 이다. ,규격는100x20x2.3100x50x4.5규격는150x100x4.5200x150x9.0규격는400x200x9.0단중는16.6이다.
1802,규격 는 100 x 20 x 2.3 100 x 50 x 4.5 규격 는 150 x 100 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 106.0 이다. ,규격는100x20x2.3100x50x4.5규격는150x100x4.5200x150x9.0규격는400x200x12.0단중는106.0이다.
1803,규격 는 100 x 40 x 1.6 100 x 50 x 4.5 규격 는 150 x 100 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 3.4 이다. ,규격는100x40x1.6100x50x4.5규격는150x100x4.5200x150x9.0규격는400x200x12.0단중는3.4이다.
1804,규격 는 100 x 40 x 1.6 100 x 50 x 4.5 규격 는 150 x 100 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 21.7 이다. ,규격는100x40x1.6100x50x4.5규격는150x100x6.0200x150x9.0규격는400x200x12.0단중는21.7이다.
1805,규격 는 100 x 40 x 2.3 100 x 50 x 4.5 규격 는 150 x 100 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 4.8 이다. ,규격는100x40x2.3100x50x4.5규격는150x100x6.0200x150x9.0규격는400x200x12.0단중는4.8이다.
1806,규격 는 100 x 40 x 2.3 100 x 50 x 4.5 규격 는 150 x 100 x 9.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 31.1 이다. ,규격는100x40x2.3100x50x4.5규격는150x100x9.0200x150x9.0규격는400x200x12.0단중는31.1이다.
1807,규격 는 100 x 40 x 4.2 100 x 50 x 4.5 규격 는 150 x 100 x 9.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 8.3 이다. ,규격는100x40x4.2100x50x4.5규격는150x100x9.0200x150x9.0규격는400x200x12.0단중는8.3이다.
1808,규격 는 100 x 40 x 4.2 100 x 50 x 4.5 규격 는 200 x 100 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 20.1 이다. ,규격는100x40x4.2100x50x4.5규격는200x100x4.5200x150x9.0규격는400x200x12.0단중는20.1이다.
1809,규격 는 100 x 50 x 1.6 100 x 50 x 4.5 규격 는 200 x 100 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 3.6 이다. ,규격는100x50x1.6100x50x4.5규격는200x100x4.5200x150x9.0규격는400x200x12.0단중는3.6이다.
1810,규격 는 100 x 50 x 1.6 100 x 50 x 4.5 규격 는 200 x 100 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 26.4 이다. ,규격는100x50x1.6100x50x4.5규격는200x100x6.0200x150x9.0규격는400x200x12.0단중는26.4이다.
1811,규격 는 100 x 50 x 2.3 100 x 50 x 4.5 규격 는 200 x 100 x 6.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 5.1 이다. ,규격는100x50x2.3100x50x4.5규격는200x100x6.0200x150x9.0규격는400x200x12.0단중는5.1이다.
1812,규격 는 100 x 50 x 2.3 100 x 50 x 4.5 규격 는 200 x 100 x 9.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 38.2 이다. ,규격는100x50x2.3100x50x4.5규격는200x100x9.0200x150x9.0규격는400x200x12.0단중는38.2이다.
1813,규격 는 100 x 50 x 3.2 100 x 50 x 4.5 규격 는 200 x 100 x 9.0 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 7.0 이다. ,규격는100x50x3.2100x50x4.5규격는200x100x9.0200x150x9.0규격는400x200x12.0단중는7.0이다.
1814,규격 는 100 x 50 x 3.2 100 x 50 x 4.5 규격 는 200 x 150 x 4.5 200 x 150 x 9.0 규격 는 400 x 200 x 12.0 단중 는 23.7 이다. ,규격는100x50x3.2100x50x4.5규격는200x150x4.5200x150x9.0규격는400x200x12.0단중는23.7이다.
1815,"강관(PIPE & TUBE) 발주기준의 SAW PIPE 발주기준에서 표준 mm 규격은 SAP 자재규격코드(ZPDTB116D)에 따르며, 취재 등록시의 자재번호는 표준코드(A)로 등록한다.","강관(PIPE&TUBE)발주기준의SAWPIPE발주기준에서표준mm규격은SAP자재규격코드(ZPDTB116D)에따르며,취재등록시의자재번호는표준코드(A)로등록한다."
1816,강관(PIPE & TUBE) 발주기준의 SAW PIPE 발주기준에서,강관(PIPE&TUBE)발주기준의SAWPIPE발주기준에서
1817,외경 는 400 두께10이상25이하 이다. ,외경는400두께10이상25이하이다.
1818,외경 는 400 길이 최소 는 6 이다. ,외경는400길이최소는6이다.
1819,외경 는 400 길이 최대 는 16 이다. ,외경는400길이최대는16이다.
1820,외경 는 400 비고 는 - 이다. ,외경는400비고는-이다.
1821,외경 는 450 두께10이상30이하 이다. ,외경는450두께10이상30이하이다.
1822,외경 는 450 길이 최소 는 6 이다. ,외경는450길이최소는6이다.
1823,외경 는 450 길이 최대 는 18 이다. ,외경는450길이최대는18이다.
1824,외경 는 450 비고 는 25t 이상  Size Table  참조  이다. ,외경는450비고는25t이상SizeTable참조이다.
1825,외경 는 500 두께10이상35이하 이다. ,외경는500두께10이상35이하이다.
1826,외경 는 500 길이 최소 는 6 이다. 외경 는 500 길이 최대 는 18 이다. 외경 는 500 비고 는 25t 이상  Size Table  참조  이다. ,외경는500길이최소는6이다.외경는500길이최대는18이다.외경는500비고는25t이상SizeTable참조이다.
1827,외경 는 550 두께10이상35이하 이다. ,외경는550두께10이상35이하이다.
1828,외경 는 550 길이 최소 는 3 이다. 외경 는 550 길이 최대 는 18 이다. 외경 는 550 비고 는 25t 이상  Size Table  참조  이다. ,외경는550길이최소는3이다.외경는550길이최대는18이다.외경는550비고는25t이상SizeTable참조이다.
1829,외경 는 600 두께10이상40이하 이다. ,외경는600두께10이상40이하이다.
1830,외경 는 600 길이 최소 는 3 이다. 외경 는 600 길이 최대 는 18 이다. 외경 는 600 비고 는 25t 이상  Size Table  참조  이다. ,외경는600길이최소는3이다.외경는600길이최대는18이다.외경는600비고는25t이상SizeTable참조이다.
1831,외경 는 650 두께12이상40이하 이다. ,외경는650두께12이상40이하이다.
1832,외경 는 650 길이 최소 는 3 이다. 외경 는 650 길이 최대 는 18 이다. 외경 는 650 비고 는 25t 이상  Size Table  참조  이다. ,외경는650길이최소는3이다.외경는650길이최대는18이다.외경는650비고는25t이상SizeTable참조이다.
1833,외경 는 700 두께12이상40이하 이다. ,외경는700두께12이상40이하이다.
1834,외경 는 700 길이 최소 는 3 이다. 외경 는 700 길이 최대 는 18 이다. 외경 는 700 비고 는 25t 이상  Size Table  참조  이다. ,외경는700길이최소는3이다.외경는700길이최대는18이다.외경는700비고는25t이상SizeTable참조이다.
1835,외경 는 750 두께14이상45이하 이다. ,외경는750두께14이상45이하이다.
1836,외경 는 750 길이 최소 는 3 이다. ,외경는750길이최소는3이다.
1837,외경 는 750 길이 최대 는 18 이다. ,외경는750길이최대는18이다.
1838,외경 는 750 비고 는 30t 이상  Size Table  참조  이다. ,외경는750비고는30t이상SizeTable참조이다.
1839,외경 는 800 두께14이상45이하 이다. ,외경는800두께14이상45이하이다.
1840,외경 는 800 길이 최소 는 3 이다. 외경 는 800 길이 최대 는 18 이다. 외경 는 800 비고 는 30t 이상  Size Table  참조  이다. ,외경는800길이최소는3이다.외경는800길이최대는18이다.외경는800비고는30t이상SizeTable참조이다.
1841,외경 는 850 두께14이상45이하 이다. ,외경는850두께14이상45이하이다.
1842,외경 는 850 길이 최소 는 3 이다. 외경 는 850 길이 최대 는 18 이다. 외경 는 850 비고 는 30t 이상  Size Table  참조  이다. ,외경는850길이최소는3이다.외경는850길이최대는18이다.외경는850비고는30t이상SizeTable참조이다.
1843,외경 는 900 두께15이상50이하 이다. ,외경는900두께15이상50이하이다.
1844,외경 는 900 길이 최소 는 3 이다. 외경 는 900 길이 최대 는 18 이다. 외경 는 900 비고 는 30t 이상  Size Table  참조  이다. ,외경는900길이최소는3이다.외경는900길이최대는18이다.외경는900비고는30t이상SizeTable참조이다.
1845,외경 는 950 두께16이상50이하 이다. ,외경는950두께16이상50이하이다.
1846,외경 는 950 길이 최소 는 3 이다. 외경 는 950 길이 최대 는 18 이다. 외경 는 950 비고 는 30t 이상  Size Table  참조  이다. ,외경는950길이최소는3이다.외경는950길이최대는18이다.외경는950비고는30t이상SizeTable참조이다.
1847,"외경 는 1,000 두께18이상55이하 이다. ","외경는1,000두께18이상55이하이다."
1848,"외경 는 1,000 길이 최소 는 3 이다. ","외경는1,000길이최소는3이다."
1849,"외경 는 1,000 길이 최대 는 16 이다. ","외경는1,000길이최대는16이다."
1850,"외경 는 1,000 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,000비고는32t이상SizeTable참조이다."
1851,"외경 는 1,050 두께18이상55이하 이다. ","외경는1,050두께18이상55이하이다."
1852,"외경 는 1,050 길이 최소 는 1 이다. 외경 는 1,050 길이 최대 는 16 이다. 외경 는 1,050 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,050길이최소는1이다.외경는1,050길이최대는16이다.외경는1,050비고는32t이상SizeTable참조이다."
1853,"외경 는 1,100 두께18이상65이하 이다. ","외경는1,100두께18이상65이하이다."
1854,"외경 는 1,100 길이 최소 는 1 이다. 외경 는 1,100 길이 최대 는 16 이다. 외경 는 1,100 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,100길이최소는1이다.외경는1,100길이최대는16이다.외경는1,100비고는32t이상SizeTable참조이다."
1855,"외경 는 1,150 두께20이상65이하 이다. ","외경는1,150두께20이상65이하이다."
1856,"외경 는 1,150 길이 최소 는 1 이다. 외경 는 1,150 길이 최대 는 16 이다. 외경 는 1,150 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,150길이최소는1이다.외경는1,150길이최대는16이다.외경는1,150비고는32t이상SizeTable참조이다."
1857,"외경 는 1,200 두께20이상80이하 이다. ","외경는1,200두께20이상80이하이다."
1858,"외경 는 1,200 길이 최소 는 1 이다. 외경 는 1,200 길이 최대 는 16 이다. 외경 는 1,200 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,200길이최소는1이다.외경는1,200길이최대는16이다.외경는1,200비고는32t이상SizeTable참조이다."
1859,"외경 는 1,250 두께22이상80이하 이다. ","외경는1,250두께22이상80이하이다."
1860,"외경 는 1,250 길이 최소 는 1 이다. 외경 는 1,250 길이 최대 는 16 이다. 외경 는 1,250 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,250길이최소는1이다.외경는1,250길이최대는16이다.외경는1,250비고는32t이상SizeTable참조이다."
1861,"외경 는 1,300 두께22이상95이하 이다. ","외경는1,300두께22이상95이하이다."
1862,"외경 는 1,300 길이 최소 는 1 이다. 외경 는 1,300 길이 최대 는 16 이다. 외경 는 1,300 비고 는 32t 이상  Size Table  참조  이다. ","외경는1,300길이최소는1이다.외경는1,300길이최대는16이다.외경는1,300비고는32t이상SizeTable참조이다."
1863,"외경 는 1,350 두께22이상100이하 이다. ","외경는1,350두께22이상100이하이다."
1864,"외경 는 1,350 길이 최소 는 1 이다. ","외경는1,350길이최소는1이다."
1865,"외경 는 1,350 길이 최대 는 12 이다. ","외경는1,350길이최대는12이다."
1866,"외경 는 1,350 비고 는 상세내용  Size Table  참조  이다. ","외경는1,350비고는상세내용SizeTable참조이다."
1867,"외경 는 1,400 두께22이상100이하 이다. ","외경는1,400두께22이상100이하이다."
1868,"외경 는 1,400 길이 최소 는 1 이다. ","외경는1,400길이최소는1이다."
1869,"외경 는 1,400 길이 최대 는 4 이다. 외경 는 1,400 비고 는 상세내용  Size Table  참조  이다. ","외경는1,400길이최대는4이다.외경는1,400비고는상세내용SizeTable참조이다."
1870,"외경 는 1,450 두께22이상100이하 이다. ","외경는1,450두께22이상100이하이다."
1871,"외경 는 1,450 길이 최소 는 1 이다. ","외경는1,450길이최소는1이다."
1872,"외경 는 1,450 길이 최대 는 4 이다. 외경 는 1,450 비고 는 상세내용  Size Table  참조  이다. ","외경는1,450길이최대는4이다.외경는1,450비고는상세내용SizeTable참조이다."
1873,"외경 는 1,500 두께25이상100이하 이다. ","외경는1,500두께25이상100이하이다."
1874,"외경 는 1,500 길이 최소 는 1 이다. ","외경는1,500길이최소는1이다."
1875,"외경 는 1,500 길이 최대 는 4 이다. 외경 는 1,500 비고 는 상세내용  Size Table  참조  이다. ","외경는1,500길이최대는4이다.외경는1,500비고는상세내용SizeTable참조이다."
1876,강관(PIPE & TUBE) 발주기준의 SAW PIPE & 곡가공재 적용기준에서,강관(PIPE&TUBE)발주기준의SAWPIPE&곡가공재적용기준에서
1877,구분 는 O.D<400 고 Profile O 는 SMLS PIPE 이다. ,구분는O.D<400고ProfileO는SMLSPIPE이다.
1878,구분 는 O.D<400 고 Profile X & 복관 X L≤6 는 SMLS PIPE 이다. ,구분는O.D<400고ProfileX&복관XL≤6는SMLSPIPE이다.
1879,구분 는 O.D<400 고 Profile X & 복관 X L>6 는 SMLS PIPE 이다. ,구분는O.D<400고ProfileX&복관XL>6는SMLSPIPE이다.
1880,구분 는 400≤O.D<650 고 Profile O 는 SAW PIPE 이다. ,구분는400≤O.D<650고ProfileO는SAWPIPE이다.
1881,구분 는 400≤O.D<650 고 Profile X & 복관 X L≤6 는 SAW PIPE 이다. ,구분는400≤O.D<650고ProfileX&복관XL≤6는SAWPIPE이다.
1882,구분 는 400≤O.D<650 고 Profile X & 복관 X L>6 는 SAW PIPE 이다. ,구분는400≤O.D<650고ProfileX&복관XL>6는SAWPIPE이다.
1883,구분 는 650≤O.D≤3000 고 Profile O 는 SAW PIPE 이다. ,구분는650≤O.D≤3000고ProfileO는SAWPIPE이다.
1884,구분 는 650≤O.D≤3000 고 Profile X & 복관 X L≤6 는 SAW PIPE or PLATE(곡가공) 4 이다. ,구분는650≤O.D≤3000고ProfileX&복관XL≤6는SAWPIPEorPLATE(곡가공)4이다.
1885,구분 는 650≤O.D≤3000 고 Profile X & 복관 X L>6 는 SAW PIPE 이다. ,구분는650≤O.D≤3000고ProfileX&복관XL>6는SAWPIPE이다.
1886,GSI 발주기준에서 GSI(GENERAL STOCK ITEM) 강재는 당사에 상시 저장되어 있는 강재로서 POR을 발행하지 않고 도면 출도 시 PML 또는 절단 BOM 등록만으로 사용이 가능하다. GSI 강재는 매월 규칙적으로 일정량 이상으로 소요되는 강재에 한해 표준으로 등록되며 자재번호는 0500M으로 시작된다. GSI 강재의 종류 및 사양은 다음과 같다.,GSI발주기준에서GSI(GENERALSTOCKITEM)강재는당사에상시저장되어있는강재로서POR을발행하지않고도면출도시PML또는절단BOM등록만으로사용이가능하다.GSI강재는매월규칙적으로일정량이상으로소요되는강재에한해표준으로등록되며자재번호는0500M으로시작된다.GSI강재의종류및사양은다음과같다.
1887,GSI(0500) 강재관리 는 ZPDB198,GSI(0500)강재관리는ZPDB198
1888,GSI 발주기준의 GSI PLATE에서,GSI발주기준의GSIPLATE에서
1889,자재번호 는 LPJA0G1C0RS 품명 및 사양 는 ST. PLATE  SS400   1.6  1219  2438 이다. ,자재번호는LPJA0G1C0RS품명및사양는ST.PLATESS4001.612192438이다.
1890,자재번호 는 LPJA0G1C0RS 단중 는 37.0  이다. ,자재번호는LPJA0G1C0RS단중는37.0이다.
1891,자재번호 는 LPJA0G1C0RS 단위 는 SH 이다. ,자재번호는LPJA0G1C0RS단위는SH이다.
1892,자재번호 는 LPJA0H1C0RS 품명 및 사양 는 ST. PLATE  SS400   2.3  1219  2438 이다. ,자재번호는LPJA0H1C0RS품명및사양는ST.PLATESS4002.312192438이다.
1893,자재번호 는 LPJA0H1C0RS 단중 는 53.7  이다. ,자재번호는LPJA0H1C0RS단중는53.7이다.
1894,자재번호 는 LPJA0H1C0RS 단위 는 SH 이다. ,자재번호는LPJA0H1C0RS단위는SH이다.
1895,자재번호 는 LPJA0K1C0RS 품명 및 사양 는 ST. PLATE  SS400   3.2  1219  2438 이다. ,자재번호는LPJA0K1C0RS품명및사양는ST.PLATESS4003.212192438이다.
1896,자재번호 는 LPJA0K1C0RS 단중 는 74.7  이다. ,자재번호는LPJA0K1C0RS단중는74.7이다.
1897,자재번호 는 LPJA0K1C0RS 단위 는 SH 이다. ,자재번호는LPJA0K1C0RS단위는SH이다.
1898,자재번호 는 LPJA0M1C0RS 품명 및 사양 는 ST. PLATE  SS400   4.5  1219  2438 이다. ,자재번호는LPJA0M1C0RS품명및사양는ST.PLATESS4004.512192438이다.
1899,자재번호 는 LPJA0M1C0RS 단중 는 105.0  이다. ,자재번호는LPJA0M1C0RS단중는105.0이다.
1900,자재번호 는 LPJA0M1C0RS 단위 는 SH 이다. ,자재번호는LPJA0M1C0RS단위는SH이다.
1901,자재번호 는 LPJA061E0SS 품명 및 사양 는 ST. PLATE  SS400   6.0  1829  6096 이다. ,자재번호는LPJA061E0SS품명및사양는ST.PLATESS4006.018296096이다.
